annual_inc,loan_amnt,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,pub_rec,pub_rec_bankruptcies,mort_acc,num_tl_90g_dpd_24m,mths_since_recent_inq,mths_since_recent_bc,num_rev_accts,percent_bc_gt_75,tot_cur_bal,tot_coll_amt,total_bc_limit,total_il_high_credit_limit,avg_cur_bal,bc_util,target,fico_mean,emp_length_num,grade_enc,sub_grade_enc,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months,loan_to_income,fico_cat_enc
55144.0,6000.0,7.35,186.23,14.96,0.0,1.0,12.0,14.0,8299.0,21.6,0.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,71109.0,0.0,28100.0,59412.0,5926.0,16.5,0,737.0,0.0,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1088060351080806,3
32208.0,5500.0,15.31,191.5,29.17,0.0,0.0,10.0,20.0,9594.0,57.0,0.0,0.0,2.0,0.0,8.0,25.0,13.0,100.0,166425.0,0.0,7033.0,33885.0,16643.0,99.3,0,692.0,2.0,3,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1707650273224043,3
82000.0,9600.0,10.99,314.25,7.51,1.0,2.0,11.0,38.0,7809.0,70.4,1.0,1.0,2.0,1.0,4.0,10.0,27.0,16.7,8695.0,0.0,9800.0,9453.0,966.0,74.8,0,687.0,6.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1170731707317073,3
60000.0,3500.0,13.99,119.61,8.2,0.0,0.0,12.0,20.0,2138.0,21.6,1.0,1.0,1.0,0.0,5.0,12.0,12.0,33.3,175107.0,0.0,6700.0,9409.0,14592.0,31.9,0,697.0,10.0,3,14,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0583333333333333,3
23000.0,4000.0,12.35,133.53,28.64,0.0,1.0,9.0,19.0,6483.0,28.8,0.0,0.0,0.0,0.0,2.0,10.0,12.0,25.0,20957.0,0.0,18900.0,18756.0,2329.0,28.8,0,712.0,7.0,2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1739130434782608,3
123000.0,17000.0,9.43,544.01,33.41,0.0,2.0,13.0,23.0,21565.0,42.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,20.0,100405.0,0.0,42100.0,137941.0,7723.0,50.0,0,712.0,9.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1382113821138211,3
81000.0,20000.0,11.14,656.11,12.39,1.0,1.0,20.0,54.0,14953.0,63.9,0.0,0.0,5.0,0.0,5.0,6.0,37.0,57.1,172446.0,0.0,16100.0,12281.0,11496.0,74.6,0,697.0,10.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.2469135802469135,3
60000.0,4500.0,7.39,139.76,18.12,2.0,0.0,10.0,22.0,3903.0,25.2,0.0,0.0,3.0,0.0,4.0,1.0,11.0,0.0,30036.0,0.0,9000.0,30164.0,3337.0,31.5,0,692.0,3.0,1,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.075,3
100000.0,35000.0,24.08,1008.51,18.73,2.0,1.0,5.0,21.0,25493.0,81.7,0.0,0.0,8.0,2.0,1.0,1.0,8.0,33.3,35895.0,0.0,31200.0,30259.0,7179.0,81.7,1,667.0,10.0,6,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.35,2
30000.0,7750.0,17.77,279.29,21.24,0.0,0.0,14.0,21.0,7841.0,67.6,2.0,2.0,0.0,0.0,14.0,35.0,7.0,0.0,26712.0,788.0,1500.0,26741.0,1908.0,65.6,1,667.0,6.0,4,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.2583333333333333,2
80000.0,35000.0,12.99,796.18,20.79,0.0,0.0,13.0,34.0,9410.0,11.3,1.0,0.0,6.0,0.0,8.0,13.0,16.0,0.0,34733.0,0.0,49100.0,35361.0,2672.0,9.8,1,742.0,10.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.4375,4
116311.0,20000.0,7.62,623.23,10.69,0.0,1.0,13.0,52.0,26637.0,64.5,0.0,0.0,3.0,0.0,5.0,13.0,18.0,100.0,293699.0,0.0,28000.0,57805.0,22592.0,90.5,0,707.0,7.0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.171952781766127,3
325000.0,40000.0,12.62,1269.73,4.29,2.0,0.0,18.0,73.0,133792.93499999843,16.9,0.0,0.0,6.0,1.0,7.0,51.0,24.0,40.0,1005542.0,0.0,98300.0,267840.0,59150.0,0.0,0,717.0,10.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0266666666666666,3
108000.0,18000.0,11.44,593.06,12.83,0.0,0.0,14.0,33.0,10964.0,31.8,0.0,0.0,3.0,0.0,14.0,7.0,21.0,50.0,287848.0,0.0,8500.0,37215.0,22142.0,66.8,0,707.0,8.0,2,9,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1666666666666666,3
90000.0,28000.0,21.49,765.24,22.61,0.0,0.0,10.0,20.0,5248.0,37.8,1.0,1.0,2.0,0.0,5.0,22.0,13.0,50.0,37649.0,0.0,8400.0,67508.0,3765.0,62.5,0,712.0,10.0,4,20,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.3111111111111111,3
34000.0,8000.0,11.49,263.78,24.32,0.0,0.0,13.0,20.0,1114.0,5.2,2.0,2.0,2.0,0.0,7.0,16.0,14.0,0.0,76373.0,945.0,3000.0,20543.0,5875.0,0.0,0,692.0,9.0,2,10,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2352941176470588,3
42500.0,4200.0,9.93,135.39,11.92,4.0,1.0,13.0,18.0,2154.0,32.1,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,21674.0,0.0,3200.0,22975.0,1667.0,44.4,0,692.0,2.0,2,7,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0988235294117647,3
143000.0,16000.0,16.02,389.26,26.36,1.0,0.0,8.0,32.0,2.0,52.1,0.0,0.0,4.0,0.0,3.0,13.0,9.0,42.9,201549.0,0.0,0.0,88833.0,25194.0,63.1,0,707.0,10.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.1118881118881118,3
70000.0,17400.0,12.74,584.1,17.8,0.0,1.0,8.0,19.0,18044.0,67.3,0.0,0.0,1.0,0.0,6.0,128.0,4.0,0.0,353766.0,0.0,5600.0,95373.0,44221.0,70.8,0,692.0,5.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2485714285714285,3
22870.0,8400.0,10.99,274.97,8.08,0.0,0.0,6.0,7.0,3961.0,77.7,1.0,0.0,2.0,0.0,11.0,13.0,5.0,66.7,29641.0,0.0,4400.0,0.0,4940.0,78.2,1,702.0,6.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3672933974639265,3
115000.0,20000.0,10.99,654.68,22.01,0.0,1.0,10.0,32.0,19063.0,67.8,0.0,0.0,4.0,0.0,2.0,7.0,22.0,75.0,204046.0,0.0,21500.0,60265.0,20405.0,88.7,0,712.0,9.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1739130434782608,3
100000.0,10000.0,10.75,326.21,17.94,0.0,2.0,11.0,15.0,7874.0,84.7,0.0,0.0,3.0,0.0,0.0,35.0,7.0,80.0,252894.0,0.0,8600.0,50931.0,22990.0,84.0,0,682.0,3.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1,3
56000.0,7000.0,7.24,216.91,14.57,0.0,0.0,13.0,18.0,7802.0,52.0,0.0,0.0,1.0,0.0,11.0,4.0,7.0,50.0,78999.0,0.0,12000.0,38695.0,6077.0,60.3,0,717.0,2.0,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.125,3
110000.0,23000.0,14.33,539.12,12.88,1.0,2.0,10.0,18.0,17229.0,65.8,0.0,0.0,3.0,0.0,4.0,108.0,8.0,66.7,212306.0,0.0,11600.0,35924.0,21231.0,88.8,1,687.0,10.0,3,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.209090909090909,3
40484.0,14000.0,15.99,340.38,35.96,0.0,0.0,22.0,29.0,39810.0,86.5,0.0,0.0,2.0,0.0,14.0,134.0,9.0,75.0,197892.0,0.0,44800.0,53052.0,9423.0,88.9,0,687.0,2.0,4,17,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.3458156308665152,3
105000.0,7200.0,9.8,231.65,23.79,0.0,1.0,12.0,26.0,23567.0,93.9,0.0,0.0,2.0,0.0,2.0,4.0,15.0,100.0,106229.0,280.0,5800.0,53729.0,9657.0,95.3,0,662.0,10.0,2,8,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0685714285714285,2
60000.0,24000.0,18.49,615.86,33.36,2.0,1.0,9.0,24.0,8749.0,43.7,0.0,0.0,1.0,1.0,5.0,2.0,8.0,0.0,49482.0,0.0,10300.0,48563.0,5498.0,50.0,1,692.0,10.0,5,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.4,3
90000.0,16000.0,12.99,363.97,11.6,0.0,1.0,4.0,20.0,7789.0,66.6,0.0,0.0,2.0,0.0,4.0,80.0,10.0,50.0,40321.0,0.0,11700.0,42767.0,10080.0,66.6,0,687.0,10.0,3,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,0.1777777777777777,3
54500.0,5500.0,6.92,169.63,6.1,0.0,0.0,10.0,30.0,19799.0,49.0,0.0,0.0,7.0,0.0,12.0,12.0,26.0,0.0,147917.0,0.0,8200.0,0.0,21131.0,67.0,0,692.0,10.0,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1009174311926605,3
64000.0,7000.0,12.99,235.83,20.1,0.0,2.0,12.0,16.0,7095.0,60.1,0.0,0.0,0.0,0.0,6.0,14.0,8.0,60.0,73754.0,0.0,7800.0,70143.0,6146.0,77.1,0,662.0,2.0,3,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.109375,2
54000.0,24300.0,9.17,774.66,13.42,0.0,1.0,5.0,14.0,21900.0,73.0,0.0,0.0,0.0,0.0,6.0,30.0,10.0,25.0,21900.0,0.0,30100.0,0.0,5475.0,73.0,0,662.0,5.0,2,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.45,2
50000.0,21000.0,8.9,666.82,27.7,1.0,0.0,12.0,34.0,17981.0,42.4,0.0,0.0,5.0,0.0,16.0,13.0,23.0,40.0,206750.0,0.0,31400.0,25000.0,18795.0,56.0,0,717.0,10.0,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.42,3
49732.0,8000.0,12.12,266.18,12.89,0.0,1.0,7.0,30.0,11656.0,58.3,0.0,0.0,3.0,0.0,4.0,12.0,15.0,50.0,142390.0,0.0,20000.0,32630.0,20341.0,58.3,0,697.0,10.0,2,8,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.160862221507279,3
101500.08,12250.0,16.99,436.69,4.07,1.0,0.0,7.0,19.0,9488.0,61.2,1.0,0.0,7.0,0.0,9.0,8.0,10.0,50.0,258618.0,0.0,15100.0,0.0,43103.0,62.8,0,662.0,0.0,4,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1206895600476374,2
77000.0,4000.0,7.99,125.33,15.84,0.0,1.0,13.0,37.0,16275.0,16.2,0.0,0.0,2.0,0.0,6.0,5.0,22.0,12.5,63541.0,0.0,96700.0,72513.0,4888.0,16.5,0,772.0,4.0,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0519480519480519,4
115000.0,25000.0,17.57,629.01,16.74,0.0,1.0,19.0,31.0,37220.0,44.0,0.0,0.0,3.0,0.0,4.0,4.0,24.0,44.4,431419.0,0.0,75600.0,48103.0,25378.0,44.5,0,717.0,10.0,4,17,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.217391304347826,3
111000.0,16000.0,21.0,432.86,18.97,0.0,2.0,13.0,21.0,11514.0,64.3,0.0,0.0,4.0,0.0,3.0,8.0,9.0,100.0,219161.0,0.0,4700.0,79056.0,16859.0,93.7,1,677.0,10.0,5,22,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.1441441441441441,3
55000.0,6000.0,10.91,196.18,31.27,1.0,0.0,16.0,26.0,11630.0,86.1,0.0,0.0,0.0,0.0,5.0,31.0,15.0,75.0,30505.0,0.0,10600.0,45669.0,2347.0,86.9,0,677.0,0.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.109090909090909,3
42000.0,4000.0,15.05,138.76,8.0,0.0,2.0,3.0,6.0,1045.0,26.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,10065.0,0.0,4000.0,9741.0,3355.0,26.0,0,687.0,8.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0952380952380952,3
65000.0,20000.0,14.49,688.33,14.96,0.0,6.0,14.0,30.0,8430.0,46.3,1.0,0.0,2.0,0.0,0.0,31.0,21.0,50.0,32107.0,2223.0,1000.0,27412.0,2470.0,75.0,0,667.0,10.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.3076923076923077,2
114000.0,10000.0,8.24,314.48,10.15,0.0,1.0,10.0,34.0,13226.0,77.3,0.0,0.0,0.0,0.0,6.0,5.0,18.0,100.0,260931.0,63.0,10400.0,210289.0,26093.0,92.3,0,662.0,10.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.087719298245614,2
43596.0,5000.0,9.71,160.66,6.92,0.0,0.0,6.0,11.0,6745.0,47.8,0.0,0.0,3.0,0.0,5.0,52.0,7.0,50.0,192213.0,0.0,6200.0,0.0,38443.0,70.3,0,727.0,10.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1146894210478025,3
90000.0,6025.0,10.75,196.54,8.03,0.0,1.0,7.0,14.0,4172.0,71.9,0.0,0.0,1.0,0.0,4.0,4.0,10.0,75.0,268427.0,0.0,4400.0,23717.0,38347.0,83.3,0,672.0,10.0,2,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0669444444444444,3
191000.0,10000.0,9.99,322.63,15.77,0.0,5.0,21.0,30.0,21447.0,40.0,0.0,0.0,2.0,0.0,0.0,1.0,18.0,14.3,108781.0,0.0,49689.0,102332.0,5180.0,40.0,0,672.0,2.0,2,8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0523560209424083,3
90000.0,8000.0,9.44,256.04,23.6,1.0,0.0,8.0,26.0,5796.0,45.6,0.0,0.0,3.0,1.0,2.0,6.0,12.0,0.0,275570.0,0.0,3000.0,96599.0,34446.0,54.2,0,702.0,8.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0888888888888888,3
75000.0,30000.0,17.86,759.52,35.78,0.0,1.0,23.0,42.0,58582.0,61.9,0.0,0.0,1.0,0.0,4.0,22.0,34.0,77.8,220175.0,0.0,51100.0,56826.0,9573.0,91.7,1,687.0,0.0,4,20,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.4,3
30000.0,1200.0,7.4,39.85,1.02,0.0,0.0,5.0,23.0,11108.0,46.5,0.0,0.0,1.0,0.0,5.0,13.0,13.0,42.9,79769.0,0.0,15100.0,31758.0,7376.0,63.1,0,772.0,5.0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0333333333333333,4
85000.0,4200.0,14.99,145.58,13.53,0.0,2.0,5.0,16.0,7094.0,59.1,0.0,0.0,0.0,0.0,2.0,21.0,11.0,50.0,32881.0,110.0,7500.0,38729.0,6576.0,78.8,0,727.0,8.0,3,15,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0494117647058823,3
105000.0,5000.0,11.47,164.81,31.71,0.0,0.0,10.0,29.0,11976.0,95.8,0.0,0.0,4.0,0.0,5.0,33.0,12.0,100.0,315517.0,0.0,12500.0,168991.0,39440.0,95.8,0,697.0,10.0,2,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0476190476190476,3
35000.0,12000.0,12.69,402.54,3.94,0.0,3.0,4.0,5.0,3643.0,39.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,25.0,3643.0,0.0,9200.0,0.0,911.0,39.6,0,677.0,0.0,3,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.3428571428571428,3
75000.0,25000.0,22.35,959.3,38.0,0.0,1.0,9.0,15.0,35702.0,78.5,0.0,0.0,0.0,0.0,5.0,14.0,7.0,60.0,81955.0,0.0,44700.0,56879.0,9106.0,79.9,0,672.0,8.0,5,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3333333333333333,3
110000.0,20000.0,22.15,554.09,21.52,0.0,4.0,21.0,61.0,14697.0,76.5,0.0,0.0,5.0,0.0,1.0,4.0,30.0,87.5,207619.0,0.0,13300.0,48506.0,10927.0,86.1,0,682.0,10.0,5,25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.1818181818181818,3
62000.0,17850.0,11.49,588.54,28.06,1.0,0.0,20.0,44.0,15748.0,36.8,0.0,0.0,0.0,0.0,15.0,15.0,25.0,25.0,46129.0,0.0,29300.0,52740.0,2306.0,47.8,0,722.0,1.0,2,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2879032258064516,3
77000.0,13800.0,7.69,430.48,7.35,0.0,0.0,13.0,22.0,24831.0,50.2,0.0,0.0,0.0,0.0,12.0,6.0,20.0,22.2,24831.0,0.0,41600.0,0.0,2069.0,55.0,0,692.0,8.0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1792207792207792,3
75000.0,14800.0,14.31,508.07,18.4,0.0,0.0,17.0,34.0,39186.0,66.0,0.0,0.0,5.0,0.0,7.0,11.0,24.0,54.5,356643.0,0.0,51800.0,9000.0,20979.0,69.7,0,667.0,10.0,3,14,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1973333333333333,2
70000.0,10000.0,8.9,317.54,20.33,0.0,0.0,20.0,49.0,13252.0,82.3,0.0,0.0,0.0,0.0,11.0,4.0,11.0,60.0,160331.0,0.0,16100.0,139339.0,10021.0,82.3,0,677.0,4.0,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1428571428571428,3
188500.0,31175.0,10.15,1008.13,18.67,1.0,2.0,23.0,44.0,17608.0,16.3,0.0,0.0,7.0,0.0,3.0,9.0,25.0,0.0,311395.0,0.0,71600.0,117769.0,14154.0,18.4,0,757.0,10.0,2,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1653846153846153,4
47640.0,10800.0,9.44,226.51,24.51,0.0,0.0,9.0,22.0,10350.0,36.3,0.0,0.0,0.0,0.0,5.0,51.0,10.0,40.0,27924.0,0.0,18700.0,24200.0,3103.0,34.7,0,722.0,10.0,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.2267002518891687,3
69890.0,6000.0,7.9,187.75,18.1,0.0,0.0,10.0,16.0,42658.0,73.3,0.0,0.0,2.0,0.0,11.0,94.0,10.0,66.7,440173.0,0.0,47881.0,7862.0,48908.0,83.5,0,702.0,10.0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0858491915867792,3
86000.0,17000.0,18.92,440.25,16.27,3.0,3.0,13.0,28.0,11157.0,45.4,0.0,0.0,6.0,0.0,6.0,24.0,16.0,66.7,323865.0,0.0,19000.0,52577.0,24913.0,46.5,1,697.0,10.0,4,19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1976744186046511,3
39550.0,8225.0,15.59,287.51,24.76,0.0,2.0,15.0,16.0,5646.0,45.5,1.0,0.0,0.0,0.0,0.0,8.0,11.0,33.3,93225.0,75.0,6500.0,93894.0,6215.0,59.9,0,687.0,0.0,3,15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.2079646017699115,3
55000.0,7825.0,17.57,281.21,28.94,2.0,0.0,11.0,28.0,5161.0,46.5,0.0,0.0,1.0,0.0,11.0,11.0,16.0,40.0,140645.0,0.0,7800.0,33536.0,14065.0,49.3,0,662.0,10.0,4,19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.1422727272727272,2
23000.0,5600.0,12.69,187.86,19.1,0.0,1.0,5.0,6.0,4617.0,66.0,0.0,0.0,0.0,0.0,1.0,35.0,3.0,100.0,8485.0,0.0,1000.0,7446.0,1697.0,94.2,0,677.0,4.0,3,12,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.2434782608695652,3
32000.0,7200.0,15.99,253.1,31.43,1.0,1.0,14.0,32.0,11237.0,25.0,0.0,0.0,0.0,0.0,2.0,45.0,17.0,0.0,31106.0,525.0,15200.0,27431.0,2222.0,10.6,0,692.0,5.0,3,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.225,3
80000.0,22000.0,11.47,725.16,14.46,0.0,0.0,11.0,21.0,11147.0,21.7,0.0,0.0,0.0,0.0,19.0,1.0,11.0,0.0,46626.0,0.0,41600.0,41748.0,4239.0,21.3,0,717.0,4.0,2,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.275,3
